take_uid,object_name,src_camera,dest_camera,frame,experiment,vlm_model,vlm_output,iou,ba,ca,le,obj_rel_area,obj_dist_center,obj_size_cat,obj_is_peripheral
72fa7531-64a3-45fe-8e50-80906ffeb40a,white ceramic plate_0,aria03_214-1,cam04,32610,EXP-C,qwen3-vl:235b-cloud,white bowl,0.6199021207177814,0.8149918879938652,0.25396825396825395,0.0045736494974874375,0.011850163966049383,0.30045137516998704,medium,False
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,black chopsticks_0,aria01_214-1,cam04,4620,EXP-A,qwen3-vl:235b-cloud,red pepper,0.0,0.0,0.0,1.0,0.000757619598765432,0.4242574343295313,small,False
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,black chopsticks_0,aria01_214-1,cam04,4620,EXP-B,qwen3-vl:235b-cloud,red tomato,0.0,0.0,0.0,1.0,0.000757619598765432,0.4242574343295313,small,False
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,black chopsticks_0,aria01_214-1,cam04,4620,EXP-C,qwen3-vl:235b-cloud,white chopsticks,0.0,0.0,0.0,1.0,0.000757619598765432,0.4242574343295313,small,False
a5e81f20-ea35-4f63-a908-11d89fc1294c,groundnut container _0,aria04_214-1,cam01,29130,EXP-A,qwen3-vl:235b-cloud,white onion,0.0,0.0,0.0,1.0,0.0005279465663580247,0.2614184247375427,small,False
a5e81f20-ea35-4f63-a908-11d89fc1294c,groundnut container _0,aria04_214-1,cam01,29130,EXP-B,qwen3-vl:235b-cloud,blue container,0.0,0.0,0.0,1.0,0.0005279465663580247,0.2614184247375427,small,False
a5e81f20-ea35-4f63-a908-11d89fc1294c,groundnut container _0,aria04_214-1,cam01,29130,EXP-C,qwen3-vl:235b-cloud,purple eggplant,0.0,0.0,0.0,1.0,0.0005279465663580247,0.2614184247375427,small,False
5b4cc5cb-22f0-4814-aa24-8d51ba50000a,White Chopping board_0,aria01_214-1,cam01,1230,EXP-A,qwen3-vl:235b-cloud,orange cutting board,0.0,0.0,0.0,1.0,0.0019156298225308642,0.44815538251799375,small,False
5b4cc5cb-22f0-4814-aa24-8d51ba50000a,White Chopping board_0,aria01_214-1,cam01,1230,EXP-B,qwen3-vl:235b-cloud,white lid,0.0,0.0,0.0,1.0,0.0019156298225308642,0.44815538251799375,small,False
5b4cc5cb-22f0-4814-aa24-8d51ba50000a,White Chopping board_0,aria01_214-1,cam01,1230,EXP-C,qwen3-vl:235b-cloud,white lid,0.0,0.0,0.0,1.0,0.0019156298225308642,0.44815538251799375,small,False
4a10d608-6712-4f08-aa69-1cfd4541dd6c,cooking ingredient bowl_0,aria01_214-1,cam02,6630,EXP-A,qwen3-vl:235b-cloud,orange plate,0.0,0.0,0.0,1.0,0.005953052662037037,0.16036016746442014,medium,False
4a10d608-6712-4f08-aa69-1cfd4541dd6c,cooking ingredient bowl_0,aria01_214-1,cam02,6630,EXP-B,qwen3-vl:235b-cloud,yellow bowl,0.573953488372093,0.7900474829814929,0.1585014409221902,0.002568646805455851,0.005953052662037037,0.16036016746442014,medium,False
4a10d608-6712-4f08-aa69-1cfd4541dd6c,cooking ingredient bowl_0,aria01_214-1,cam02,6630,EXP-C,qwen3-vl:235b-cloud,white bowl,0.5734200743494424,0.7900446619558243,0.16091954022988506,0.0025742552045944006,0.005953052662037037,0.16036016746442014,medium,False
05e5f359-526d-4914-a86b-5a56cfcc0274,steel handle knife_0,aria01_214-1,cam01,11490,EXP-A,qwen3-vl:235b-cloud,green pepper,0.0,0.0,0.0,1.0,0.00045910493827160494,0.1663801003425415,small,False
05e5f359-526d-4914-a86b-5a56cfcc0274,steel handle knife_0,aria01_214-1,cam01,11490,EXP-B,qwen3-vl:235b-cloud,red bottle,0.0,0.0,0.0,1.0,0.00045910493827160494,0.1663801003425415,small,False
05e5f359-526d-4914-a86b-5a56cfcc0274,steel handle knife_0,aria01_214-1,cam01,11490,EXP-C,qwen3-vl:235b-cloud,red bottle,0.0,0.0,0.0,1.0,0.00045910493827160494,0.1663801003425415,small,False
05e5f359-526d-4914-a86b-5a56cfcc0274,steel handle knife_0,aria01_214-1,cam01,5130,EXP-A,qwen3-vl:235b-cloud,brown package,0.0,0.0,0.0,1.0,0.0003505979938271605,0.16922608567601918,small,False
05e5f359-526d-4914-a86b-5a56cfcc0274,steel handle knife_0,aria01_214-1,cam01,5130,EXP-B,qwen3-vl:235b-cloud,silver knife,0.5743589743589743,0.9515133195137745,0.11612903225806452,0.00023274856424982052,0.0003505979938271605,0.16922608567601918,small,False
05e5f359-526d-4914-a86b-5a56cfcc0274,steel handle knife_0,aria01_214-1,cam01,5130,EXP-C,qwen3-vl:235b-cloud,red package,0.0,0.0,0.0,1.0,0.0003505979938271605,0.16922608567601918,small,False
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,mini tomato_5,aria01_214-1,cam04,3690,EXP-A,qwen3-vl:235b-cloud,red tomatoes,0.0,0.0,0.0,1.0,9.560667438271604e-05,0.2182741696941334,small,False
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,mini tomato_5,aria01_214-1,cam04,3690,EXP-B,qwen3-vl:235b-cloud,red tomatoes,0.0,0.0,0.0,1.0,9.560667438271604e-05,0.2182741696941334,small,False
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,mini tomato_5,aria01_214-1,cam04,3690,EXP-C,qwen3-vl:235b-cloud,red tomatoes,0.0,0.0,0.0,1.0,9.560667438271604e-05,0.2182741696941334,small,False
72fa7531-64a3-45fe-8e50-80906ffeb40a,white ceramic plate_0,aria03_214-1,cam04,20550,EXP-A,qwen3-vl:235b-cloud,orange plate,0.0,0.0,0.0,1.0,0.012444179205246913,0.298011694406468,medium,False
72fa7531-64a3-45fe-8e50-80906ffeb40a,white ceramic plate_0,aria03_214-1,cam04,20550,EXP-B,qwen3-vl:235b-cloud,white plate,0.0,0.0,0.0,1.0,0.012444179205246913,0.298011694406468,medium,False
72fa7531-64a3-45fe-8e50-80906ffeb40a,white ceramic plate_0,aria03_214-1,cam04,20550,EXP-C,qwen3-vl:235b-cloud,white bowl,0.8404539385847797,0.9252611698839068,0.27450980392156865,0.0020106110911701364,0.012444179205246913,0.298011694406468,medium,False
027d6141-8cf8-4cd6-b250-6f1ac4f6afcf,Stainless Steel Flat Plate_0,aria01_214-1,cam01,7140,EXP-A,qwen3-vl:235b-cloud,white plate,0.0,0.0,0.0,1.0,0.004574652777777778,0.11609958723896045,small,False
027d6141-8cf8-4cd6-b250-6f1ac4f6afcf,Stainless Steel Flat Plate_0,aria01_214-1,cam01,7140,EXP-B,qwen3-vl:235b-cloud,silver plate,0.9178403755868545,0.9778993278219099,0.1284722222222222,0.0003925879396984925,0.004574652777777778,0.11609958723896045,small,False
027d6141-8cf8-4cd6-b250-6f1ac4f6afcf,Stainless Steel Flat Plate_0,aria01_214-1,cam01,7140,EXP-C,qwen3-vl:235b-cloud,silver plate,0.9178403755868545,0.9778993278219099,0.1284722222222222,0.0003925879396984925,0.004574652777777778,0.11609958723896045,small,False
a5e81f20-ea35-4f63-a908-11d89fc1294c,bell pepper_0,aria04_214-1,cam02,4170,EXP-A,qwen3-vl:235b-cloud,orange cap,0.0,0.0,0.0,1.0,0.0016062644675925925,0.11849964086348555,small,False
a5e81f20-ea35-4f63-a908-11d89fc1294c,bell pepper_0,aria04_214-1,cam02,4170,EXP-B,qwen3-vl:235b-cloud,red cap,0.0,0.0,0.0,1.0,0.0016062644675925925,0.11849964086348555,small,False
a5e81f20-ea35-4f63-a908-11d89fc1294c,bell pepper_0,aria04_214-1,cam02,4170,EXP-C,qwen3-vl:235b-cloud,brown jar,0.0,0.0,0.0,1.0,0.0016062644675925925,0.11849964086348555,small,False
062ed386-05a4-4ff5-a8ff-2235045349d7,test cassette package_0,aria01_214-1,cam03,870,EXP-A,qwen3-vl:235b-cloud,white card,0.7857142857142857,0.908951900816714,0.2932330827067669,0.0002439653625269203,0.0010908564814814815,0.17540099838041803,small,False
062ed386-05a4-4ff5-a8ff-2235045349d7,test cassette package_0,aria01_214-1,cam03,870,EXP-B,qwen3-vl:235b-cloud,white card,0.7857142857142857,0.908951900816714,0.2932330827067669,0.0002439653625269203,0.0010908564814814815,0.17540099838041803,small,False
062ed386-05a4-4ff5-a8ff-2235045349d7,test cassette package_0,aria01_214-1,cam03,870,EXP-C,qwen3-vl:235b-cloud,white packet,0.0,0.0,0.0,1.0,0.0010908564814814815,0.17540099838041803,small,False
5d4abe32-590d-470d-8fd1-4585833afaad,knife_0,aria02_214-1,cam01,5460,EXP-A,qwen3-vl:235b-cloud,silver knife,0.8509389671361502,0.9694471741566689,0.2066115702479339,0.00035613334529791815,0.002169656635802469,0.41059295242186966,small,False
5d4abe32-590d-470d-8fd1-4585833afaad,knife_0,aria02_214-1,cam01,5460,EXP-B,qwen3-vl:235b-cloud,black knife,0.0,0.0,0.0,1.0,0.002169656635802469,0.41059295242186966,small,False
5d4abe32-590d-470d-8fd1-4585833afaad,knife_0,aria02_214-1,cam01,5460,EXP-C,qwen3-vl:235b-cloud,yellow knife,0.0,0.0,0.0,1.0,0.002169656635802469,0.41059295242186966,small,False
0efd9fc1-0f49-403d-9252-93f119a3ea3c,white_bowl_1,aria01_214-1,gp03,6420,EXP-A,qwen3-vl:235b-cloud,orange plate,0.0,0.0,0.0,1.0,0.0011021894290123458,0.41913205565292505,small,False
0efd9fc1-0f49-403d-9252-93f119a3ea3c,white_bowl_1,aria01_214-1,gp03,6420,EXP-B,qwen3-vl:235b-cloud,orange plate,0.0,0.0,0.0,1.0,0.0011021894290123458,0.41913205565292505,small,False
0efd9fc1-0f49-403d-9252-93f119a3ea3c,white_bowl_1,aria01_214-1,gp03,6420,EXP-C,qwen3-vl:235b-cloud,orange plate,0.0,0.0,0.0,1.0,0.0011021894290123458,0.41913205565292505,small,False
a5e81f20-ea35-4f63-a908-11d89fc1294c,groundnut container _0,aria04_214-1,cam01,27990,EXP-A,qwen3-vl:235b-cloud,red tomato,0.0,0.0,0.0,1.0,0.0005279465663580247,0.2614184247375427,small,False
a5e81f20-ea35-4f63-a908-11d89fc1294c,groundnut container _0,aria04_214-1,cam01,27990,EXP-B,qwen3-vl:235b-cloud,red tomato,0.0,0.0,0.0,1.0,0.0005279465663580247,0.2614184247375427,small,False
a5e81f20-ea35-4f63-a908-11d89fc1294c,groundnut container _0,aria04_214-1,cam01,27990,EXP-C,qwen3-vl:235b-cloud,red tomato,0.0,0.0,0.0,1.0,0.0005279465663580247,0.2614184247375427,small,False
4a10d608-6712-4f08-aa69-1cfd4541dd6c,cooking ingredient bowl_0,aria01_214-1,cam02,1290,EXP-A,qwen3-vl:235b-cloud,orange plate,0.0,0.0,0.0,1.0,0.006502580054012346,0.15827917181235795,medium,False
4a10d608-6712-4f08-aa69-1cfd4541dd6c,cooking ingredient bowl_0,aria01_214-1,cam02,1290,EXP-B,qwen3-vl:235b-cloud,white sleeve,0.0,0.0,0.0,1.0,0.006502580054012346,0.15827917181235795,medium,False
4a10d608-6712-4f08-aa69-1cfd4541dd6c,cooking ingredient bowl_0,aria01_214-1,cam02,1290,EXP-C,qwen3-vl:235b-cloud,red bottle,0.0,0.0,0.0,1.0,0.006502580054012346,0.15827917181235795,medium,False
72fa7531-64a3-45fe-8e50-80906ffeb40a,white ceramic plate_0,aria03_214-1,cam04,24090,EXP-A,qwen3-vl:235b-cloud,orange bowl,0.0,0.0,0.0,1.0,0.010675998263888889,0.30472662256621097,medium,False
72fa7531-64a3-45fe-8e50-80906ffeb40a,white ceramic plate_0,aria03_214-1,cam04,24090,EXP-B,qwen3-vl:235b-cloud,orange carrots,0.2638230647709321,0.631911532385466,0.0,0.00784054199569275,0.010675998263888889,0.30472662256621097,medium,False
72fa7531-64a3-45fe-8e50-80906ffeb40a,white ceramic plate_0,aria03_214-1,cam04,24090,EXP-C,qwen3-vl:235b-cloud,white bowl,0.6487538940809969,0.828912413105112,0.21920289855072464,0.0037940820172290023,0.010675998263888889,0.30472662256621097,medium,False
6ba1dc31-7a08-4e92-aaad-5954bce6a7da,bicycle grip_0,aria01_214-1,cam04,120,EXP-A,qwen3-vl:235b-cloud,black bicycle handlebar,0.7371980676328502,0.8693070404295591,0.08130081300813008,0.0015254845656855708,0.005786554783950617,0.24257525452641218,medium,False
6ba1dc31-7a08-4e92-aaad-5954bce6a7da,bicycle grip_0,aria01_214-1,cam04,120,EXP-B,qwen3-vl:235b-cloud,black handlebars,0.7913253012048193,0.8973735611988412,0.07722007722007722,0.0012142184134960516,0.005786554783950617,0.24257525452641218,medium,False
6ba1dc31-7a08-4e92-aaad-5954bce6a7da,bicycle grip_0,aria01_214-1,cam04,120,EXP-C,qwen3-vl:235b-cloud,black handlebars,0.7913253012048193,0.8973735611988412,0.07722007722007722,0.0012142184134960516,0.005786554783950617,0.24257525452641218,medium,False
f9dbdf83-0135-4fdd-973a-f207c79b3453,cutting board_0,aria01_214-1,cam05,810,EXP-A,qwen3-vl:235b-cloud,green box,0.0,0.0,0.0,1.0,0.005133945794753086,0.7205034249474009,medium,True
f9dbdf83-0135-4fdd-973a-f207c79b3453,cutting board_0,aria01_214-1,cam05,810,EXP-B,qwen3-vl:235b-cloud,black dish rack,0.0,0.0,0.0,1.0,0.005133945794753086,0.7205034249474009,medium,True
f9dbdf83-0135-4fdd-973a-f207c79b3453,cutting board_0,aria01_214-1,cam05,810,EXP-C,qwen3-vl:235b-cloud,brown crate,0.0,0.0,0.0,1.0,0.005133945794753086,0.7205034249474009,medium,True
4a10d608-6712-4f08-aa69-1cfd4541dd6c,cooking ingredient bowl_0,aria01_214-1,cam02,7980,EXP-A,qwen3-vl:235b-cloud,red bowl,0.0,0.0,0.0,1.0,0.0055334924768518515,0.16202617902849878,medium,False
4a10d608-6712-4f08-aa69-1cfd4541dd6c,cooking ingredient bowl_0,aria01_214-1,cam02,7980,EXP-B,qwen3-vl:235b-cloud,green green onion,0.0,0.0,0.0,1.0,0.0055334924768518515,0.16202617902849878,medium,False
4a10d608-6712-4f08-aa69-1cfd4541dd6c,cooking ingredient bowl_0,aria01_214-1,cam02,7980,EXP-C,qwen3-vl:235b-cloud,green scallions,0.0,0.0,0.0,1.0,0.0055334924768518515,0.16202617902849878,medium,False
8671219e-79fe-487b-b62e-0bc080088127,cinnamon container_0,aria03_214-1,cam01,11610,EXP-A,qwen3-vl:235b-cloud,silver tongs,0.0,0.0,0.0,1.0,0.001621214313271605,0.14646532399563839,small,False
8671219e-79fe-487b-b62e-0bc080088127,cinnamon container_0,aria03_214-1,cam01,11610,EXP-B,qwen3-vl:235b-cloud,orange cup,0.0,0.0,0.0,1.0,0.001621214313271605,0.14646532399563839,small,False
8671219e-79fe-487b-b62e-0bc080088127,cinnamon container_0,aria03_214-1,cam01,11610,EXP-C,qwen3-vl:235b-cloud,yellow jar,0.0,0.0,0.0,1.0,0.001621214313271605,0.14646532399563839,small,False
fe9c727d-dac3-4efe-9906-b268991547cf,test device package_0,aria02_214-1,cam03,4350,EXP-A,qwen3-vl:235b-cloud,pink box,0.0,0.0,0.0,1.0,0.0007618393132716049,0.2485287436400909,small,False
fe9c727d-dac3-4efe-9906-b268991547cf,test device package_0,aria02_214-1,cam03,4350,EXP-B,qwen3-vl:235b-cloud,orange cap,0.0,0.0,0.0,1.0,0.0007618393132716049,0.2485287436400909,small,False
fe9c727d-dac3-4efe-9906-b268991547cf,test device package_0,aria02_214-1,cam03,4350,EXP-C,qwen3-vl:235b-cloud,orange cap,0.0,0.0,0.0,1.0,0.0007618393132716049,0.2485287436400909,small,False
f9dbdf83-0135-4fdd-973a-f207c79b3453,metal spoon_0,aria01_214-1,cam05,2310,EXP-A,qwen3-vl:235b-cloud,pink plate,0.0,0.0,0.0,1.0,0.00038821373456790123,0.6678497164718663,small,True
f9dbdf83-0135-4fdd-973a-f207c79b3453,metal spoon_0,aria01_214-1,cam05,2310,EXP-B,qwen3-vl:235b-cloud,yellow straw,0.0,0.0,0.0,1.0,0.00038821373456790123,0.6678497164718663,small,True
f9dbdf83-0135-4fdd-973a-f207c79b3453,metal spoon_0,aria01_214-1,cam05,2310,EXP-C,qwen3-vl:235b-cloud,yellow bowl,0.006711409395973154,0.5304582739544643,0.012552301255230125,0.0037351938262742282,0.00038821373456790123,0.6678497164718663,small,True
72fa7531-64a3-45fe-8e50-80906ffeb40a,white ceramic plate_0,aria03_214-1,cam04,8880,EXP-A,qwen3-vl:235b-cloud,orange bowl,0.0,0.0,0.0,1.0,0.016918161651234567,0.35259889903444813,medium,False
72fa7531-64a3-45fe-8e50-80906ffeb40a,white ceramic plate_0,aria03_214-1,cam04,8880,EXP-B,qwen3-vl:235b-cloud,white bowl,0.9766255144032921,0.9918125572047972,0.34183673469387754,0.0003981963388370424,0.016918161651234567,0.35259889903444813,medium,False
72fa7531-64a3-45fe-8e50-80906ffeb40a,white ceramic plate_0,aria03_214-1,cam04,8880,EXP-C,qwen3-vl:235b-cloud,white bowl,0.9766255144032921,0.9918125572047972,0.34183673469387754,0.0003981963388370424,0.016918161651234567,0.35259889903444813,medium,False
8671219e-79fe-487b-b62e-0bc080088127,cinnamon container_0,aria03_214-1,cam01,3750,EXP-A,qwen3-vl:235b-cloud,red cup,0.0,0.0,0.0,1.0,0.0009397907021604938,0.401490734275962,small,False
8671219e-79fe-487b-b62e-0bc080088127,cinnamon container_0,aria03_214-1,cam01,3750,EXP-B,qwen3-vl:235b-cloud,red bin,0.0,0.0,0.0,1.0,0.0009397907021604938,0.401490734275962,small,False
8671219e-79fe-487b-b62e-0bc080088127,cinnamon container_0,aria03_214-1,cam01,3750,EXP-C,qwen3-vl:235b-cloud,red spoon,0.0,0.0,0.0,1.0,0.0009397907021604938,0.401490734275962,small,False
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,black chopsticks_0,aria01_214-1,cam04,4050,EXP-A,qwen3-vl:235b-cloud,red tomatoes,0.0,0.0,0.0,1.0,0.000757619598765432,0.4242574343295313,small,False
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,black chopsticks_0,aria01_214-1,cam04,4050,EXP-B,qwen3-vl:235b-cloud,red tomatoes,0.0,0.0,0.0,1.0,0.000757619598765432,0.4242574343295313,small,False
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,black chopsticks_0,aria01_214-1,cam04,4050,EXP-C,qwen3-vl:235b-cloud,red tomato,0.0,0.0,0.0,1.0,0.000757619598765432,0.4242574343295313,small,False
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,cucumber tomato mix_0,aria01_214-1,cam04,6690,EXP-A,qwen3-vl:235b-cloud,red tomatoes,0.0,0.0,0.0,1.0,0.000916160300925926,0.16554537218089113,small,False
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,cucumber tomato mix_0,aria01_214-1,cam04,6690,EXP-B,qwen3-vl:235b-cloud,red tomatoes,0.0,0.0,0.0,1.0,0.000916160300925926,0.16554537218089113,small,False
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,cucumber tomato mix_0,aria01_214-1,cam04,6690,EXP-C,qwen3-vl:235b-cloud,red strawberries,0.0,0.0,0.0,1.0,0.000916160300925926,0.16554537218089113,small,False
642c0099-f952-4be6-83b8-cb8bfd94f7bb,Big Knife_0,aria01_214-1,gp01,16080,EXP-A,qwen3-vl:235b-cloud,orange carrot,0.0,0.0,0.0,1.0,0.00028344425154320986,0.10500808922074059,small,False
642c0099-f952-4be6-83b8-cb8bfd94f7bb,Big Knife_0,aria01_214-1,gp01,16080,EXP-B,qwen3-vl:235b-cloud,silver knife,0.0,0.0,0.0,1.0,0.00028344425154320986,0.10500808922074059,small,False
642c0099-f952-4be6-83b8-cb8bfd94f7bb,Big Knife_0,aria01_214-1,gp01,16080,EXP-C,qwen3-vl:235b-cloud,orange carrot,0.0,0.0,0.0,1.0,0.00028344425154320986,0.10500808922074059,small,False
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,ground pepper shaker_0,aria01_214-1,cam02,6060,EXP-A,qwen3-vl:235b-cloud,clear bottle,0.9273479031305375,0.9717139561777026,0.26811594202898553,0.00034491654702081836,0.004673032407407407,0.5691869951376378,small,True
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,ground pepper shaker_0,aria01_214-1,cam02,6060,EXP-B,qwen3-vl:235b-cloud,black bottle,0.0,0.0,0.0,1.0,0.004673032407407407,0.5691869951376378,small,True
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,ground pepper shaker_0,aria01_214-1,cam02,6060,EXP-C,qwen3-vl:235b-cloud,clear bottle,0.9273479031305375,0.9717139561777026,0.26811594202898553,0.00034491654702081836,0.004673032407407407,0.5691869951376378,small,True
f3f87687-6c1d-415f-9fe0-5f0bdb031371,covid test kit_1,aria01_214-1,cam01,1110,EXP-A,qwen3-vl:235b-cloud,white paper,0.8491961872243562,0.9269113206908981,0.2574772431729519,0.0029724515434314427,0.019593098958333333,0.18042694787032512,medium,False
f3f87687-6c1d-415f-9fe0-5f0bdb031371,covid test kit_1,aria01_214-1,cam01,1110,EXP-B,qwen3-vl:235b-cloud,white box,0.9532271822576059,0.9795508080836823,0.31700680272108844,0.0009225816582914573,0.019593098958333333,0.18042694787032512,medium,False
f3f87687-6c1d-415f-9fe0-5f0bdb031371,covid test kit_1,aria01_214-1,cam01,1110,EXP-C,qwen3-vl:235b-cloud,white box,0.9532271822576059,0.9795508080836823,0.31700680272108844,0.0009225816582914573,0.019593098958333333,0.18042694787032512,medium,False
a5e81f20-ea35-4f63-a908-11d89fc1294c,bell pepper_0,aria04_214-1,cam02,8460,EXP-A,qwen3-vl:235b-cloud,brown cutting board,0.006663249615581753,0.5111884011071283,0.03282828282828283,0.005434538765254846,0.001390576774691358,0.12013340921335396,small,False
a5e81f20-ea35-4f63-a908-11d89fc1294c,bell pepper_0,aria04_214-1,cam02,8460,EXP-B,qwen3-vl:235b-cloud,red pepper,0.8645038167938931,0.9612571292346327,0.3263888888888889,0.0001990981694185212,0.001390576774691358,0.12013340921335396,small,False
a5e81f20-ea35-4f63-a908-11d89fc1294c,bell pepper_0,aria04_214-1,cam02,8460,EXP-C,qwen3-vl:235b-cloud,red bell pepper,0.0,0.0,0.0,1.0,0.001390576774691358,0.12013340921335396,small,False
fe9c727d-dac3-4efe-9906-b268991547cf,ziplock_0,aria02_214-1,cam03,3420,EXP-A,qwen3-vl:235b-cloud,orange book,0.0,0.0,0.0,1.0,0.0017276716820987653,0.18217068655957566,small,False
fe9c727d-dac3-4efe-9906-b268991547cf,ziplock_0,aria02_214-1,cam03,3420,EXP-B,qwen3-vl:235b-cloud,white card,0.0,0.0,0.0,1.0,0.0017276716820987653,0.18217068655957566,small,False
fe9c727d-dac3-4efe-9906-b268991547cf,ziplock_0,aria02_214-1,cam03,3420,EXP-C,qwen3-vl:235b-cloud,white strip,0.017990074441687345,0.5221400531983355,0.10212765957446808,0.00443904791816224,0.0017276716820987653,0.18217068655957566,small,False
05e5f359-526d-4914-a86b-5a56cfcc0274,oyster sauce bottle_0,aria01_214-1,cam01,2340,EXP-A,qwen3-vl:235b-cloud,clear bottle,0.0,0.0,0.0,1.0,0.00014130015432098765,0.14701818439621248,small,False
05e5f359-526d-4914-a86b-5a56cfcc0274,oyster sauce bottle_0,aria01_214-1,cam01,2340,EXP-B,qwen3-vl:235b-cloud,red bottle,0.0,0.0,0.0,1.0,0.00014130015432098765,0.14701818439621248,small,False
