take_uid,object_name,src_camera,dest_camera,frame,experiment,vlm_model,vlm_output,vlm_reprompted,vlm_reprompt_reason,src_mask_area,vlm_growth_threshold,vlm_movement_threshold,src_move_x_ratio,src_move_y_ratio,iou,ba,ca,le,obj_rel_area,obj_dist_center,obj_size_cat,obj_is_peripheral
a5e81f20-ea35-4f63-a908-11d89fc1294c,groundnut container _0,aria04_214-1,cam01,27990,EXP-B,qwen3.5:35b,green vegetables,True,growth+movement,8526,0.2,0.2,0.36114876380790073,0.3363370134978627,0.0,0.0,0.0,1.0,0.0005279465663580247,0.2614184247375427,small,False
a5e81f20-ea35-4f63-a908-11d89fc1294c,groundnut container _0,aria04_214-1,cam01,27990,EXP-C,qwen3.5:35b,unknown object,True,growth+movement,8526,0.2,0.2,0.36114876380790073,0.3363370134978627,0.0,0.0,0.0,1.0,0.0005279465663580247,0.2614184247375427,small,False
4a10d608-6712-4f08-aa69-1cfd4541dd6c,cooking ingredient bowl_0,aria01_214-1,cam02,1290,EXP-A,qwen3.5:35b,unknown object,True,movement,13681,0.2,0.2,0.1323008200222844,0.26921668636436547,0.0,0.0,0.0,1.0,0.006502580054012346,0.15827917181235795,medium,False
4a10d608-6712-4f08-aa69-1cfd4541dd6c,cooking ingredient bowl_0,aria01_214-1,cam02,1290,EXP-B,qwen3.5:35b,white hand,True,movement,13681,0.2,0.2,0.1323008200222844,0.26921668636436547,0.0,0.0,0.0,1.0,0.006502580054012346,0.15827917181235795,medium,False
4a10d608-6712-4f08-aa69-1cfd4541dd6c,cooking ingredient bowl_0,aria01_214-1,cam02,1290,EXP-C,qwen3.5:35b,unknown object,True,movement,13681,0.2,0.2,0.1323008200222844,0.26921668636436547,0.0,0.0,0.0,1.0,0.006502580054012346,0.15827917181235795,medium,False
72fa7531-64a3-45fe-8e50-80906ffeb40a,white ceramic plate_0,aria03_214-1,cam04,24090,EXP-A,qwen3.5:35b,unknown object,False,reuse,23393,0.2,0.2,0.11880159379799168,0.10294859520852497,0.0,0.0,0.0,1.0,0.010675998263888889,0.30472662256621097,medium,False
72fa7531-64a3-45fe-8e50-80906ffeb40a,white ceramic plate_0,aria03_214-1,cam04,24090,EXP-B,qwen3.5:35b,black knife,False,reuse,23393,0.2,0.2,0.11880159379799168,0.10294859520852497,0.0,0.0,0.0,1.0,0.010675998263888889,0.30472662256621097,medium,False
72fa7531-64a3-45fe-8e50-80906ffeb40a,white ceramic plate_0,aria03_214-1,cam04,24090,EXP-C,qwen3.5:35b,orange carrot,False,reuse,23393,0.2,0.2,0.11880159379799168,0.10294859520852497,0.26408636124275936,0.6320431806213797,0.0,0.007837737796123475,0.010675998263888889,0.30472662256621097,medium,False
6ba1dc31-7a08-4e92-aaad-5954bce6a7da,bicycle grip_0,aria01_214-1,cam04,120,EXP-A,qwen3.5:35b,blue screwdriver,True,cold_start,191840,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.005786554783950617,0.24257525452641218,medium,False
6ba1dc31-7a08-4e92-aaad-5954bce6a7da,bicycle grip_0,aria01_214-1,cam04,120,EXP-B,qwen3.5:35b,black handlebars,True,cold_start,191840,0.2,0.2,0.0,0.0,0.7794401544401545,0.8908434260848034,0.0789980732177264,0.0012815192031586503,0.005786554783950617,0.24257525452641218,medium,False
6ba1dc31-7a08-4e92-aaad-5954bce6a7da,bicycle grip_0,aria01_214-1,cam04,120,EXP-C,qwen3.5:35b,black tire,True,cold_start,191840,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.005786554783950617,0.24257525452641218,medium,False
f9dbdf83-0135-4fdd-973a-f207c79b3453,cutting board_0,aria01_214-1,cam05,810,EXP-A,qwen3.5:35b,unknown object,True,cold_start,18603,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.005133945794753086,0.7205034249474009,medium,True
f9dbdf83-0135-4fdd-973a-f207c79b3453,cutting board_0,aria01_214-1,cam05,810,EXP-B,qwen3.5:35b,unknown object,True,cold_start,18603,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.005133945794753086,0.7205034249474009,medium,True
f9dbdf83-0135-4fdd-973a-f207c79b3453,cutting board_0,aria01_214-1,cam05,810,EXP-C,qwen3.5:35b,unknown object,True,cold_start,18603,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.005133945794753086,0.7205034249474009,medium,True
4a10d608-6712-4f08-aa69-1cfd4541dd6c,cooking ingredient bowl_0,aria01_214-1,cam02,7980,EXP-A,qwen3.5:35b,unknown object,False,reuse,21023,0.2,0.2,0.12429823162657762,0.1049259366836724,0.0,0.0,0.0,1.0,0.0055334924768518515,0.16202617902849878,medium,False
4a10d608-6712-4f08-aa69-1cfd4541dd6c,cooking ingredient bowl_0,aria01_214-1,cam02,7980,EXP-B,qwen3.5:35b,white hand,False,reuse,21023,0.2,0.2,0.12429823162657762,0.1049259366836724,0.0,0.0,0.0,1.0,0.0055334924768518515,0.16202617902849878,medium,False
4a10d608-6712-4f08-aa69-1cfd4541dd6c,cooking ingredient bowl_0,aria01_214-1,cam02,7980,EXP-C,qwen3.5:35b,unknown object,False,reuse,21023,0.2,0.2,0.12429823162657762,0.1049259366836724,0.0,0.0,0.0,1.0,0.0055334924768518515,0.16202617902849878,medium,False
8671219e-79fe-487b-b62e-0bc080088127,cinnamon container_0,aria03_214-1,cam01,11610,EXP-A,qwen3.5:35b,red bucket,True,cold_start,7068,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.001621214313271605,0.14646532399563839,small,False
8671219e-79fe-487b-b62e-0bc080088127,cinnamon container_0,aria03_214-1,cam01,11610,EXP-B,qwen3.5:35b,silver saucepan,True,cold_start,7068,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.001621214313271605,0.14646532399563839,small,False
8671219e-79fe-487b-b62e-0bc080088127,cinnamon container_0,aria03_214-1,cam01,11610,EXP-C,qwen3.5:35b,unknown object,True,cold_start,7068,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.001621214313271605,0.14646532399563839,small,False
fe9c727d-dac3-4efe-9906-b268991547cf,test device package_0,aria02_214-1,cam03,4350,EXP-A,qwen3.5:35b,pink box,True,cold_start,1607,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0007618393132716049,0.2485287436400909,small,False
fe9c727d-dac3-4efe-9906-b268991547cf,test device package_0,aria02_214-1,cam03,4350,EXP-B,qwen3.5:35b,unknown object,True,cold_start,1607,0.2,0.2,0.0,0.0,0.825938566552901,0.9431953797438524,0.2595419847328244,0.00014301417803302225,0.0007618393132716049,0.2485287436400909,small,False
fe9c727d-dac3-4efe-9906-b268991547cf,test device package_0,aria02_214-1,cam03,4350,EXP-C,qwen3.5:35b,unknown object,True,cold_start,1607,0.2,0.2,0.0,0.0,0.825938566552901,0.9431953797438524,0.2595419847328244,0.00014301417803302225,0.0007618393132716049,0.2485287436400909,small,False
f9dbdf83-0135-4fdd-973a-f207c79b3453,metal spoon_0,aria01_214-1,cam05,2310,EXP-A,qwen3.5:35b,pink cutting board,True,cold_start,1828,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.00038821373456790123,0.6678497164718663,small,True
f9dbdf83-0135-4fdd-973a-f207c79b3453,metal spoon_0,aria01_214-1,cam05,2310,EXP-B,qwen3.5:35b,white sink,True,cold_start,1828,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.00038821373456790123,0.6678497164718663,small,True
f9dbdf83-0135-4fdd-973a-f207c79b3453,metal spoon_0,aria01_214-1,cam05,2310,EXP-C,qwen3.5:35b,unknown object,True,cold_start,1828,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.00038821373456790123,0.6678497164718663,small,True
72fa7531-64a3-45fe-8e50-80906ffeb40a,white ceramic plate_0,aria03_214-1,cam04,8880,EXP-A,qwen3.5:35b,unknown object,False,reuse,35379,0.2,0.2,0.04444176035532443,0.1532798948137774,0.0,0.0,0.0,1.0,0.016918161651234567,0.35259889903444813,medium,False
72fa7531-64a3-45fe-8e50-80906ffeb40a,white ceramic plate_0,aria03_214-1,cam04,8880,EXP-B,qwen3.5:35b,black knife,False,reuse,35379,0.2,0.2,0.04444176035532443,0.1532798948137774,0.0,0.0,0.0,1.0,0.016918161651234567,0.35259889903444813,medium,False
72fa7531-64a3-45fe-8e50-80906ffeb40a,white ceramic plate_0,aria03_214-1,cam04,8880,EXP-C,qwen3.5:35b,orange carrot,False,reuse,35379,0.2,0.2,0.04444176035532443,0.1532798948137774,0.0,0.0,0.0,1.0,0.016918161651234567,0.35259889903444813,medium,False
8671219e-79fe-487b-b62e-0bc080088127,cinnamon container_0,aria03_214-1,cam01,3750,EXP-A,qwen3.5:35b,red can,True,movement,2545,0.2,0.2,0.8326894408613015,0.03073226910340423,0.0,0.0,0.0,1.0,0.0009397907021604938,0.401490734275962,small,False
8671219e-79fe-487b-b62e-0bc080088127,cinnamon container_0,aria03_214-1,cam01,3750,EXP-B,qwen3.5:35b,silver pot handle,True,movement,2545,0.2,0.2,0.8326894408613015,0.03073226910340423,0.0,0.0,0.0,1.0,0.0009397907021604938,0.401490734275962,small,False
8671219e-79fe-487b-b62e-0bc080088127,cinnamon container_0,aria03_214-1,cam01,3750,EXP-C,qwen3.5:35b,unknown object,True,movement,2545,0.2,0.2,0.8326894408613015,0.03073226910340423,0.0,0.0,0.0,1.0,0.0009397907021604938,0.401490734275962,small,False
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,black chopsticks_0,aria01_214-1,cam04,4050,EXP-A,qwen3.5:35b,white cutting board,True,growth,4521,0.2,0.2,0.006116629615699668,0.14494603900003594,0.003232758620689655,0.5046131752202274,0.013043478260869565,0.0025938846015793253,0.000757619598765432,0.4242574343295313,small,False
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,black chopsticks_0,aria01_214-1,cam04,4050,EXP-B,qwen3.5:35b,green cucumber,True,growth,4521,0.2,0.2,0.006116629615699668,0.14494603900003594,0.0,0.0,0.0,1.0,0.000757619598765432,0.4242574343295313,small,False
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,black chopsticks_0,aria01_214-1,cam04,4050,EXP-C,qwen3.5:35b,green cucumber,True,growth,4521,0.2,0.2,0.006116629615699668,0.14494603900003594,0.0,0.0,0.0,1.0,0.000757619598765432,0.4242574343295313,small,False
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,cucumber tomato mix_0,aria01_214-1,cam04,6690,EXP-A,qwen3.5:35b,unknown object,True,cold_start,16463,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.000916160300925926,0.16554537218089113,small,False
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,cucumber tomato mix_0,aria01_214-1,cam04,6690,EXP-B,qwen3.5:35b,brown jar,True,cold_start,16463,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.000916160300925926,0.16554537218089113,small,False
39feb026-bcf8-4a61-89ad-9f5566c2c7bf,cucumber tomato mix_0,aria01_214-1,cam04,6690,EXP-C,qwen3.5:35b,clear jar,True,cold_start,16463,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.000916160300925926,0.16554537218089113,small,False
642c0099-f952-4be6-83b8-cb8bfd94f7bb,Big Knife_0,aria01_214-1,gp01,16080,EXP-A,qwen3.5:35b,unknown object,True,cold_start,1629,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.00028344425154320986,0.10500808922074059,small,False
642c0099-f952-4be6-83b8-cb8bfd94f7bb,Big Knife_0,aria01_214-1,gp01,16080,EXP-B,qwen3.5:35b,orange carrot,True,cold_start,1629,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.00028344425154320986,0.10500808922074059,small,False
642c0099-f952-4be6-83b8-cb8bfd94f7bb,Big Knife_0,aria01_214-1,gp01,16080,EXP-C,qwen3.5:35b,unknown object,True,cold_start,1629,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.00028344425154320986,0.10500808922074059,small,False
